PepID,AMPLabel,Prob
D04410,0,0.114
D04411,0,0.007
D04412,0,0.064
D04413,0,0.304
D04414,0,0.391
D04415,1,0.711
D04416,0,0.019
D04417,0,0.017
D04418,0,0.42
D04419,0,0.023
D04420,1,0.814
D04421,0,0.219
D04422,0,0.337
D04423,0,0.058
D04424,0,0.062
D04425,1,0.825
D04426,1,0.959
D04427,0,0.019
D04428,1,0.594
D04429,0,0.004
D04430,0,0.024
D04431,0,0.011
D04432,0,0.132
D04433,0,0.004
D04434,0,0.074
D04435,0,0.189
D04436,1,0.823
D04437,0,0.47
D04438,0,0.054
D04439,0,0.032
D04440,0,0.128
D04441,0,0.112
D04442,0,0.003
D04443,1,0.87
D04444,1,0.603
D04445,0,0.026
D04446,1,0.828
D04447,1,0.916
D04448,0,0.001
D04449,0,0.057
D04450,0,0.083
D04451,0,0.008
D04452,0,0.105
D04453,0,0.002
D04454,0,0.094
D04455,0,0.009
D04456,1,0.793
D04457,0,0.016
D04458,0,0.029
D04459,0,0.071
D04460,0,0.018
D04461,0,0.018
D04462,0,0.02
D04463,1,0.842
D04464,0,0.007
D04465,0,0.04
D04466,0,0.029
D04467,0,0.102
D04468,0,0.005
D04469,1,0.981
D04470,0,0.048
D04471,0,0.468
D04472,0,0.042
D04473,0,0.006
D04474,0,0.286
D04475,0,0.001
D04476,0,0.069
D04477,0,0.095
D04478,-999,-999
D04479,0,0.123
D04480,0,0.357
D04481,0,0.012
D04482,0,0.022
D04483,0,0.005
D04484,1,0.739
D04485,0,0.325
D04486,0,0.025
D04487,0,0.053
D04488,0,0.089
D04489,1,0.905
D04490,0,0.198
D04491,0,0.346
D04492,0,0.05
D04493,0,0.177
D04494,0,0.02
D04495,0,0.006
D04496,1,0.728
D04497,0,0.251
D04498,0,0.017
D04499,0,0.078
D04500,0,0.105
D04501,0,0.003
D04502,0,0.019
D04503,0,0.013
D04504,0,0.095
D04505,1,1.0
D04506,0,0.015
D04507,0,0.001
D04508,0,0.282
D04509,0,0.404
D04510,1,0.534
D04511,0,0.341
D04512,0,0.401
D04513,0,0.441
D04514,0,0.416
D04515,0,0.088
D04516,0,0.109
D04517,0,0.005
D04518,0,0.003
D04519,0,0.258
D04520,0,0.129
D04521,0,0.031
D04522,1,0.848
D04523,0,0.196
D04524,1,0.556
D04525,0,0.018
D04526,0,0.112
D04527,0,0.019
D04528,0,0.019
D04529,0,0.002
D04530,1,0.532
D04531,0,0.249
D04532,0,0.02
D04533,0,0.165
D04534,0,0.037
D04535,0,0.011
D04536,1,0.817
D04537,0,0.05
D04538,0,0.105
D04539,0,0.024
D04540,0,0.271
D04541,0,0.003
D04542,0,0.138
D04543,1,0.985
D04544,0,0.007
D04545,1,0.679
D04546,0,0.0
D04547,0,0.149
D04548,0,0.022
D04549,1,0.964
D04550,1,0.554
D04551,0,0.19
D04552,0,0.039
D04553,0,0.053
D04554,0,0.244
D04555,0,0.017
D04556,0,0.01
D04557,0,0.003
D04558,0,0.105
D04559,0,0.145
D04560,0,0.046
D04561,0,0.016
D04562,0,0.017
D04563,0,0.049
D04564,1,0.633
D04565,1,0.65
D04566,0,0.285
D04567,0,0.199
D04568,0,0.496
D04569,1,0.891
D04570,0,0.043
D04571,0,0.028
D04572,1,0.943
D04573,0,0.096
D04574,1,0.909
D04575,0,0.059
D04576,0,0.002
D04577,0,0.07
D04578,0,0.001
D04579,0,0.002
D04580,1,0.843
D04581,0,0.054
D04582,1,0.861
D04583,0,0.012
D04584,0,0.484
D04585,0,0.0
D04586,0,0.028
D04587,0,0.288
D04588,0,0.0
D04589,0,0.005
D04590,0,0.076
D04591,0,0.061
D04592,0,0.093
D04593,0,0.366
D04594,0,0.009
D04595,0,0.186
D04596,0,0.04
D04597,0,0.187
D04598,1,0.681
D04599,0,0.051
D04600,0,0.013
D04601,0,0.021
D04602,0,0.02
D04603,0,0.024
D04604,0,0.169
D04605,0,0.482
D04606,1,0.576
D04607,0,0.015
D04608,0,0.345
D04609,0,0.275
D04610,0,0.028
D04611,0,0.003
D04612,0,0.247
D04613,1,0.706
D04614,0,0.005
D04615,0,0.003
D04616,0,0.482
D04617,0,0.04
D04618,1,1.0
D04619,1,1.0
D04620,0,0.426
D04621,1,0.972
D04622,1,1.0
D04623,1,0.607
D04624,0,0.112
D04625,0,0.415
D04626,0,0.068
D04627,0,0.065
D04628,1,1.0
D04629,1,1.0
D04630,0,0.093
D04631,1,1.0
D04632,0,0.117
D04633,0,0.032
D04634,1,1.0
D04635,1,1.0
D04636,0,0.001
D04637,0,0.041
D04638,1,0.972
D04639,0,0.323
D04640,1,1.0
D04641,1,1.0
D04642,1,0.0
D04643,1,1.0
D04644,1,0.0
D04645,1,0.865
D04646,1,1.0
D04647,1,1.0
D04648,0,0.034
D04649,1,1.0
D04650,1,1.0
D04651,0,0.016
D04652,0,0.019
D04653,0,0.39
D04654,0,0.043
D04655,0,0.008
D04656,0,0.263
D04657,1,0.728
D04658,1,0.966
D04659,0,0.198
D04660,0,0.016
D04661,0,0.035
D04662,0,0.113
D04663,0,0.426
D04664,1,0.93
D04665,0,0.232
D04666,0,0.249
D04667,0,0.017
D04668,1,0.626
D04669,1,1.0
D04670,0,0.04
D04671,0,0.262
D04672,1,1.0
D04673,0,0.008
D04674,0,0.003
D04675,0,0.02
D04676,1,1.0
D04677,1,0.999
D04678,1,1.0
D04679,1,1.0
D04680,0,0.005
D04681,0,0.004
D04682,1,1.0
D04683,1,1.0
D04684,0,0.002
D04685,0,0.062
D04686,1,1.0
D04687,1,0.0
D04688,1,1.0
D04689,0,0.153
D04690,1,1.0
D04691,0,0.443
D04692,0,0.171
D04693,1,0.0
D04694,1,0.534
D04695,0,0.038
D04696,0,0.003
D04697,0,0.004
D04698,0,0.09
D04699,0,0.077
D04700,1,1.0
D04701,1,1.0
D04702,0,0.022
D04703,0,0.033
D04704,0,0.049
D04705,0,0.096
D04706,1,0.832
D04707,1,1.0
D04708,0,0.066
D04709,1,1.0
D04710,1,0.987
D04711,0,0.186
D04712,1,0.767
D04713,1,0.778
D04714,0,0.003
D04715,0,0.013
D04716,0,0.014
D04717,0,0.001
D04718,1,0.838
D04719,1,0.601
D04720,0,0.117
D04721,1,0.988
D04722,0,0.001
D04723,1,1.0
D04724,0,0.002
D04725,0,0.002
D04726,1,0.717
D04727,0,0.008
D04728,0,0.14
D04729,0,0.008
D04730,1,0.999
D04731,0,0.008
D04732,0,0.15
D04733,0,0.07
D04734,1,0.998
D04735,1,0.993
D04736,0,0.343
D04737,1,1.0
D04738,1,1.0
D04739,0,0.003
D04740,1,0.902
D04741,1,0.961
D04742,0,0.192
D04743,0,0.008
D04744,0,0.142
D04745,0,0.008
D04746,0,0.194
D04747,0,0.036
D04748,0,0.001
D04749,0,0.022
D04750,1,0.589
D04751,0,0.196
D04752,0,0.113
D04753,0,0.002
D04754,1,0.763
D04755,0,0.076
D04756,0,0.015
D04757,0,0.032
D04758,1,0.646
D04759,1,0.877
D04760,0,0.164
D04761,1,1.0
D04762,1,1.0
D04763,1,0.998
D04764,0,0.445
D04765,0,0.033
D04766,0,0.122
D04767,0,0.01
D04768,0,0.013
D04769,0,0.079
D04770,1,0.595
D04771,0,0.041
D04772,0,0.01
D04773,0,0.146
D04774,0,0.011
D04775,0,0.151
D04776,0,0.071
D04777,0,0.134
D04778,0,0.063
D04779,0,0.27
D04780,1,1.0
D04781,0,0.03
D04782,0,0.084
D04783,0,0.22
D04784,0,0.13
D04785,0,0.015
D04786,1,0.624
D04787,0,0.014
D04788,0,0.005
D04789,1,1.0
D04790,0,0.002
D04791,1,1.0
D04792,0,0.098
D04793,0,0.014
D04794,1,1.0
D04795,0,0.174
D04796,0,0.031
D04797,1,0.716
D04798,0,0.012
D04799,0,0.022
D04800,0,0.021
D04801,0,0.075
D04802,0,0.014
D04803,0,0.077
D04804,1,1.0
D04805,0,0.333
D04806,1,1.0
D04807,1,1.0
D04808,1,1.0
D04809,1,1.0
D04810,1,1.0
D04811,1,1.0
D04812,1,1.0
D04813,1,0.0
D04814,1,0.911
D04815,1,0.0
D04816,1,0.966
D04817,0,0.005
D04818,1,1.0
D04819,0,0.067
D04820,1,1.0
D04821,1,0.985
D04822,1,0.86
D04823,1,1.0
D04824,1,1.0
D04825,0,0.005
D04826,1,0.527
D04827,1,0.81
D04828,0,0.022
D04829,1,1.0
D04830,1,0.565
D04831,1,1.0
D04832,0,0.487
D04833,1,1.0
D04834,1,1.0
D04835,1,0.687
D04836,1,0.975
D04837,0,0.013
D04838,1,1.0
D04839,0,0.003
D04840,1,1.0
D04841,1,1.0
D04842,0,0.024
D04843,1,1.0
D04844,1,1.0
D04845,1,1.0
D04846,1,0.0
